Post_ID;Platform;Hashtag;Content_Type;Region;Views;Likes;Shares;Comments;Engagement_Level
Post_4062;TikTok;#Fashion;Shorts;USA;4255337;236358;81105;43056;Medium
Post_4063;Twitter;#Viral;Post;Brazil;817713;125792;35355;5263;High
Post_4064;TikTok;#Education;Post;UK;4266731;179238;79039;23497;High
Post_4065;YouTube;#Viral;Reel;UK;605016;73596;29486;22879;High
Post_4066;Instagram;#Fashion;Post;Brazil;3344955;143212;81068;21258;Low
Post_4067;YouTube;#Challenge;Live Stream;Australia;2300705;446587;11396;12186;Medium
Post_4068;Twitter;#Dance;Video;Germany;4408711;139162;18328;10579;Medium
Post_4069;TikTok;#Comedy;Shorts;UK;2477355;23223;33471;36225;High
Post_4070;TikTok;#Music;Live Stream;USA;4096582;238913;3420;3568;Low
Post_4071;YouTube;#Dance;Shorts;Japan;4565439;476755;54497;22930;Low
Post_4072;Twitter;#Fashion;Shorts;Germany;1732712;285823;25043;11214;High
Post_4073;Instagram;#Music;Video;Japan;1701847;238397;68324;48745;Low
Post_4074;YouTube;#Tech;Video;USA;2814866;139885;84439;16571;High
Post_4075;TikTok;#Comedy;Tweet;UK;2686688;125458;61845;23713;Medium
Post_4076;Twitter;#Gaming;Video;UK;2008812;332179;99793;24661;High
Post_4077;YouTube;#Music;Live Stream;India;850783;352600;91742;39257;Medium
Post_4078;Twitter;#Fitness;Post;India;4859286;76757;34856;6594;Medium
Post_4079;Twitter;#Tech;Live Stream;Japan;2208731;195436;5790;30276;Low
Post_4080;YouTube;#Fashion;Live Stream;Canada;3095698;281026;51194;24140;High
Post_4081;TikTok;#Challenge;Tweet;India;3286984;1798;28963;13208;Medium
Post_4082;TikTok;#Dance;Post;USA;2733478;3680;33180;30497;Medium
Post_4083;Instagram;#Tech;Post;USA;4362872;32587;30482;33951;Medium
Post_4084;Twitter;#Comedy;Video;Australia;3240506;232341;34519;4817;High
Post_4085;Instagram;#Viral;Post;Brazil;1836143;478208;99728;23179;High
Post_4086;TikTok;#Gaming;Post;Canada;4946196;461146;10852;17039;Medium
Post_4087;Instagram;#Fitness;Reel;Japan;357877;73393;93580;6671;High
Post_4088;Twitter;#Education;Live Stream;Brazil;3182419;121908;83869;6234;Medium
Post_4089;TikTok;#Tech;Live Stream;Canada;4102194;444079;97665;1596;Low
Post_4090;Instagram;#Music;Shorts;UK;363718;418876;29054;29280;Low
Post_4091;TikTok;#Tech;Reel;USA;1319472;32148;99138;25453;Medium
Post_4092;TikTok;#Tech;Shorts;Germany;525914;279869;61693;25627;High
Post_4093;YouTube;#Gaming;Video;India;563236;178212;62933;8833;Medium
Post_4094;YouTube;#Gaming;Post;India;1245756;352809;22951;43886;Low
Post_4095;Twitter;#Comedy;Live Stream;Japan;3943854;347679;53248;44137;Medium
Post_4096;Instagram;#Dance;Post;India;2146139;401975;20858;4445;High
Post_4097;Instagram;#Fitness;Reel;Brazil;2073379;109399;75728;12420;High
Post_4098;Twitter;#Viral;Live Stream;Australia;144637;176986;25746;41035;Low
Post_4099;TikTok;#Education;Live Stream;Germany;3441323;55352;47464;41887;Low
Post_4100;TikTok;#Tech;Tweet;UK;4582065;146904;82138;15494;Low
Post_4101;YouTube;#Challenge;Reel;India;2578640;495952;58968;33480;Low
Post_4102;YouTube;#Fitness;Live Stream;Japan;1526385;275820;95119;19416;Medium
Post_4103;YouTube;#Music;Tweet;Brazil;4796425;175643;16858;15832;High
Post_4104;Twitter;#Challenge;Shorts;Brazil;1942922;324782;96016;4903;Low
Post_4105;Twitter;#Education;Live Stream;USA;2440898;97022;53393;23879;High
Post_4106;YouTube;#Dance;Shorts;Canada;2902169;40168;30404;37118;Low
Post_4107;Instagram;#Fitness;Shorts;Australia;456751;454496;1522;13256;Low
Post_4108;Instagram;#Tech;Live Stream;India;3088456;53845;23471;49774;High
Post_4109;YouTube;#Fashion;Reel;India;543029;255089;39969;49268;High
Post_4110;TikTok;#Tech;Reel;USA;4712590;44050;5528;2830;High
Post_4111;YouTube;#Education;Post;Australia;1948457;307603;61207;21856;Low
Post_4112;YouTube;#Comedy;Video;USA;4175263;496838;46286;34236;High
Post_4113;YouTube;#Dance;Shorts;Japan;505897;69692;70459;38026;High
Post_4114;Instagram;#Music;Live Stream;Brazil;3042134;227819;20776;10220;Low
Post_4115;YouTube;#Comedy;Live Stream;Japan;214707;32747;4622;33723;High
Post_4116;Twitter;#Fitness;Post;India;4161514;359846;61977;23808;Low
Post_4117;TikTok;#Fitness;Video;Japan;768809;305597;53014;10251;Medium
Post_4118;Twitter;#Tech;Video;Germany;346243;213568;32066;21596;Medium
Post_4119;YouTube;#Music;Shorts;Japan;4836757;120548;53748;41875;Low
Post_4120;YouTube;#Fashion;Shorts;UK;2808352;305676;67194;12665;Medium
Post_4121;Twitter;#Music;Reel;Brazil;4234852;441763;94039;29781;Low
Post_4122;YouTube;#Fitness;Shorts;USA;4127405;239815;25258;35670;Medium
Post_4123;Twitter;#Gaming;Video;Canada;1216902;215326;38685;19354;Medium
Post_4124;YouTube;#Education;Post;India;1770791;26696;32378;46190;High
Post_4125;Instagram;#Fitness;Reel;Canada;3353507;138181;13507;12087;Low
Post_4126;Twitter;#Fashion;Tweet;USA;2026275;482032;30952;49065;High
Post_4127;YouTube;#Music;Reel;Japan;3097544;379276;56939;29025;Low
Post_4128;YouTube;#Challenge;Video;Germany;2422829;415554;78181;4782;Medium
Post_4129;YouTube;#Viral;Shorts;Australia;438427;126928;58094;43338;Medium
Post_4130;TikTok;#Dance;Post;Germany;3605374;497611;39201;48381;High
Post_4131;TikTok;#Fitness;Reel;Brazil;914192;361829;86970;47559;Low
Post_4132;Instagram;#Dance;Post;India;361268;1264;42106;23444;High
Post_4133;YouTube;#Dance;Tweet;USA;2198773;238287;14975;3626;High
Post_4134;Instagram;#Fitness;Tweet;Australia;2491489;57916;10858;37910;Low
Post_4135;Twitter;#Music;Reel;India;3285708;265284;24271;48485;Low
Post_4136;Twitter;#Dance;Video;Germany;2259868;391879;39814;13064;High
Post_4137;YouTube;#Fashion;Reel;Australia;4450867;288044;68728;4668;High
Post_4138;Instagram;#Comedy;Tweet;Canada;13578;485916;39122;29109;High
Post_4139;Instagram;#Education;Tweet;Germany;1879192;424410;46366;12399;Low
Post_4140;Instagram;#Fitness;Video;Germany;3263236;473992;14768;33422;Medium
Post_4141;YouTube;#Tech;Post;Australia;3187431;213853;79215;5229;High
Post_4142;TikTok;#Gaming;Shorts;USA;602303;120883;23532;39303;Medium
Post_4143;YouTube;#Tech;Shorts;USA;4478244;281987;64590;9007;Low
Post_4144;Twitter;#Education;Live Stream;Japan;4452133;482377;62652;30779;Low
Post_4145;Instagram;#Challenge;Reel;India;378801;462818;74567;16848;High
Post_4146;Twitter;#Tech;Live Stream;Canada;3066410;323731;1254;15271;Low
Post_4147;Twitter;#Education;Live Stream;India;4863626;161724;81649;48891;Low
Post_4148;TikTok;#Comedy;Video;Japan;979723;43080;98064;14316;Medium
Post_4149;TikTok;#Dance;Tweet;UK;3305011;32506;56465;32043;Low
Post_4150;YouTube;#Challenge;Shorts;Brazil;4856083;6461;96437;22112;Medium
Post_4151;TikTok;#Comedy;Live Stream;Australia;3512498;38120;22702;22430;Low
Post_4152;YouTube;#Dance;Video;Brazil;1807869;213478;90965;43355;High
Post_4153;TikTok;#Challenge;Shorts;India;427399;347981;86598;26949;Medium
Post_4154;YouTube;#Tech;Reel;Brazil;4398694;322036;76714;7781;High
Post_4155;Instagram;#Fashion;Video;India;935217;284958;36811;25488;Medium
Post_4156;YouTube;#Tech;Live Stream;Canada;116354;82270;22120;17583;Low
Post_4157;YouTube;#Music;Tweet;Japan;551999;299852;90557;24071;Low
Post_4158;TikTok;#Dance;Tweet;Brazil;197493;472658;7031;32332;Low
Post_4159;YouTube;#Dance;Video;Canada;2737428;46704;73226;34532;Low
Post_4160;Instagram;#Dance;Reel;UK;4356395;367535;89909;10900;Medium
Post_4161;TikTok;#Fitness;Video;Brazil;4717790;125541;75795;38504;High
Post_4162;Instagram;#Dance;Video;USA;2561366;461768;60001;21753;High
Post_4163;YouTube;#Comedy;Live Stream;Canada;1756972;248744;42345;6998;Low
Post_4164;Twitter;#Comedy;Tweet;Australia;4840021;49033;50170;13175;High
Post_4165;Instagram;#Tech;Post;UK;3346455;381718;62877;20046;Medium
Post_4166;Instagram;#Gaming;Reel;India;1067477;59345;84587;49878;High
Post_4167;YouTube;#Challenge;Video;UK;2877495;216913;25906;12302;High
Post_4168;TikTok;#Fitness;Video;Brazil;1792756;491389;73253;31069;Medium
Post_4169;Instagram;#Comedy;Live Stream;Brazil;925974;134908;19403;21283;High
Post_4170;TikTok;#Music;Reel;Canada;2791639;353316;80680;19829;High
Post_4171;TikTok;#Challenge;Live Stream;Brazil;4196347;307582;92983;25130;Low
Post_4172;YouTube;#Challenge;Reel;Canada;2038756;93268;63855;4422;Low
Post_4173;YouTube;#Dance;Post;Germany;4032655;267123;41713;12391;Low
Post_4174;Twitter;#Fitness;Shorts;UK;4485980;113834;44375;49799;High
Post_4175;Twitter;#Comedy;Tweet;USA;4394517;300804;64405;11918;High
Post_4176;Instagram;#Viral;Reel;India;4422263;135404;43976;34379;Low
Post_4177;TikTok;#Comedy;Tweet;Brazil;4144620;102895;41927;16690;Medium
Post_4178;YouTube;#Challenge;Post;Brazil;3193985;413403;86209;32528;Low
Post_4179;Instagram;#Viral;Tweet;USA;1650594;298194;1467;32021;Medium
Post_4180;TikTok;#Music;Video;USA;1095673;389017;39161;13192;High
Post_4181;YouTube;#Gaming;Post;Canada;1476003;453792;99466;29613;High
Post_4182;Twitter;#Fashion;Post;Brazil;1237934;315336;29121;26947;Low
Post_4183;TikTok;#Dance;Live Stream;India;2259900;145744;42773;5579;Medium
Post_4184;Instagram;#Viral;Post;India;3661779;399252;71009;10389;Medium
Post_4185;TikTok;#Fashion;Reel;Japan;3090316;352162;93570;19097;High
Post_4186;TikTok;#Tech;Post;India;1154006;343894;69313;27094;High
Post_4187;TikTok;#Dance;Live Stream;Japan;2583561;340140;14516;40878;Medium
Post_4188;Twitter;#Tech;Live Stream;USA;2638135;259465;26123;9244;Medium
Post_4189;Instagram;#Education;Tweet;USA;310249;436907;80187;41517;Medium
Post_4190;YouTube;#Fitness;Live Stream;Canada;4483252;371769;59628;14299;Medium
Post_4191;TikTok;#Education;Video;Brazil;2008379;378635;47524;7321;Low
Post_4192;Instagram;#Viral;Video;Japan;3417577;118797;11271;1040;Medium
Post_4193;TikTok;#Gaming;Shorts;USA;3958536;127248;80732;29365;Low
Post_4194;YouTube;#Fashion;Shorts;USA;544588;266292;32491;20402;High
Post_4195;Instagram;#Challenge;Reel;Brazil;3075050;282373;20662;43100;Low
Post_4196;Twitter;#Tech;Live Stream;Canada;2193675;334418;12614;24974;Medium
Post_4197;Twitter;#Fitness;Live Stream;Australia;1779047;64478;18103;7857;Low
Post_4198;TikTok;#Viral;Live Stream;UK;4465594;207163;71548;1980;High
Post_4199;Twitter;#Fitness;Reel;Australia;2938655;483237;98936;21895;Low
Post_4200;Twitter;#Fitness;Reel;Australia;2121336;330030;12817;21347;High
Post_4201;Twitter;#Tech;Shorts;India;4426725;158336;67298;41529;Low
Post_4202;YouTube;#Education;Live Stream;India;3001319;440022;76480;23204;High
Post_4203;Twitter;#Music;Post;Germany;1623564;183308;11709;6813;Low
Post_4204;YouTube;#Fitness;Shorts;Canada;98794;141964;2748;1357;Medium
Post_4205;Instagram;#Viral;Live Stream;Canada;897780;31613;86715;31460;Low
Post_4206;Twitter;#Viral;Tweet;UK;1470152;10721;9486;8235;High
Post_4207;Twitter;#Viral;Video;Brazil;3958044;313560;9096;9926;High
Post_4208;Instagram;#Music;Video;Brazil;4327143;390643;65125;484;Low
Post_4209;Instagram;#Dance;Live Stream;Japan;2488071;331114;29029;8542;High
Post_4210;Twitter;#Dance;Reel;UK;147450;381039;15546;16920;High
Post_4211;TikTok;#Challenge;Shorts;Brazil;653382;203055;29290;21516;Low
Post_4212;Twitter;#Fitness;Shorts;Germany;2445074;339219;42119;49060;High
Post_4213;TikTok;#Fitness;Live Stream;Japan;3761056;2630;62256;44327;High
Post_4214;TikTok;#Music;Tweet;USA;4023508;424443;60005;29638;Medium
Post_4215;Twitter;#Fitness;Shorts;Australia;1393642;7098;15097;1221;Low
Post_4216;TikTok;#Viral;Shorts;India;935563;150323;29577;19651;High
Post_4217;Instagram;#Comedy;Live Stream;Japan;4546474;429394;68164;14640;Low
Post_4218;Instagram;#Tech;Post;Japan;4498429;435775;48777;14555;Low
Post_4219;Twitter;#Fashion;Live Stream;Brazil;380026;214887;36187;17636;High
Post_4220;TikTok;#Tech;Video;Brazil;3545322;276967;4261;27752;Low
Post_4221;TikTok;#Comedy;Reel;Brazil;4228221;421606;4145;12960;Medium
Post_4222;YouTube;#Music;Live Stream;Canada;2421039;255993;48735;38037;Medium
Post_4223;Instagram;#Challenge;Tweet;India;3278174;102658;57093;39631;Low
Post_4224;Instagram;#Dance;Live Stream;UK;783572;139704;19042;38146;Medium
Post_4225;TikTok;#Gaming;Shorts;Japan;305543;409163;48642;44973;High
Post_4226;Twitter;#Fitness;Shorts;India;328897;147381;42373;23817;Medium
Post_4227;Twitter;#Challenge;Shorts;Canada;4876711;213421;13563;48777;Low
Post_4228;Twitter;#Viral;Tweet;USA;1003601;488570;58252;33282;High
Post_4229;TikTok;#Education;Shorts;UK;4854055;197367;55292;48663;Low
Post_4230;YouTube;#Fashion;Reel;USA;4413548;101503;91427;35256;High
Post_4231;TikTok;#Music;Video;Germany;3019969;170993;43023;31600;Low
Post_4232;Instagram;#Music;Shorts;UK;1087231;106848;43977;28368;Low
Post_4233;TikTok;#Fashion;Shorts;Canada;3901334;463445;48617;36800;Low
Post_4234;TikTok;#Education;Live Stream;Japan;851907;359024;69682;12915;Medium
Post_4235;Twitter;#Comedy;Shorts;Canada;83320;149819;3019;10228;Low
Post_4236;YouTube;#Fashion;Video;UK;854031;148948;73678;39332;Low
Post_4237;Instagram;#Dance;Video;Brazil;1293217;213794;46740;33829;Medium
Post_4238;Twitter;#Education;Shorts;USA;1071793;82545;28397;25073;Low
Post_4239;Instagram;#Viral;Shorts;India;1575723;253050;16141;35096;High
Post_4240;TikTok;#Fitness;Shorts;Australia;4487202;309686;91035;42034;Low
Post_4241;YouTube;#Dance;Video;Canada;398843;185311;90723;1420;Low
Post_4242;TikTok;#Tech;Live Stream;Canada;239750;232397;49163;20748;High
Post_4243;Instagram;#Gaming;Tweet;Australia;1027434;150441;58194;45827;Low
Post_4244;Twitter;#Dance;Post;USA;4602131;356619;50928;18081;Low
Post_4245;TikTok;#Comedy;Post;Canada;620949;146546;84429;28169;Low
Post_4246;Instagram;#Fitness;Tweet;Brazil;852004;355651;82868;32850;Low
Post_4247;YouTube;#Viral;Live Stream;India;4278442;428476;2568;28273;High
Post_4248;Twitter;#Education;Tweet;India;3848380;301810;6280;29762;Medium
Post_4249;TikTok;#Education;Post;Canada;2574505;125322;94933;48545;Low
Post_4250;YouTube;#Gaming;Shorts;Japan;3283134;41122;8713;37710;Medium
Post_4251;YouTube;#Challenge;Post;Japan;746909;45821;7638;15981;Low
Post_4252;Instagram;#Fitness;Live Stream;Australia;1925512;445030;93050;27310;Low
Post_4253;YouTube;#Dance;Reel;Germany;1705635;340776;13504;41680;High
Post_4254;Instagram;#Gaming;Tweet;Australia;3931634;154021;17016;30829;High
Post_4255;Twitter;#Dance;Video;Germany;3447523;43962;51838;30252;Low
Post_4256;TikTok;#Fashion;Video;Canada;2783501;63860;82509;16462;High
Post_4257;TikTok;#Gaming;Tweet;Germany;4497476;329836;14346;34972;Low
Post_4258;Twitter;#Dance;Shorts;Germany;3984173;161617;68404;26669;Low
Post_4259;Twitter;#Education;Video;Japan;3140471;443708;64826;22130;High
Post_4260;TikTok;#Gaming;Shorts;Brazil;2933626;87518;50945;18643;Low
Post_4261;Instagram;#Fashion;Live Stream;USA;1361580;169568;875;22352;Medium
Post_4262;Twitter;#Comedy;Live Stream;Canada;4190571;271397;44550;19615;High
Post_4263;YouTube;#Fitness;Live Stream;Germany;3856845;195911;46850;13291;Low
Post_4264;TikTok;#Gaming;Live Stream;Canada;233459;290078;20796;13785;Low
Post_4265;TikTok;#Education;Live Stream;Japan;3961797;253439;67692;7836;Medium
Post_4266;Instagram;#Gaming;Live Stream;India;4926269;264064;91827;1032;High
Post_4267;Instagram;#Dance;Tweet;Japan;3691701;448223;32943;40561;Low
Post_4268;Twitter;#Music;Video;USA;2970930;131718;60239;32883;Low
Post_4269;Instagram;#Fitness;Video;Canada;3247449;388272;6238;25311;Medium
Post_4270;Twitter;#Dance;Live Stream;Germany;3541294;288982;90384;33462;High
Post_4271;Twitter;#Fitness;Post;India;304335;292726;57503;40349;Low
Post_4272;YouTube;#Viral;Reel;UK;4014231;131648;19628;38051;High
Post_4273;YouTube;#Fitness;Live Stream;UK;4067513;313641;41751;34036;High
Post_4274;Twitter;#Challenge;Shorts;Canada;2668074;43458;72133;24287;High
Post_4275;Twitter;#Challenge;Tweet;Germany;4589006;172497;50326;37879;High
Post_4276;Instagram;#Education;Live Stream;Germany;635329;151415;59753;29150;Medium
Post_4277;TikTok;#Fitness;Video;Australia;36859;235389;7241;15711;Medium
Post_4278;YouTube;#Fitness;Reel;Japan;1747564;183228;4734;33207;Medium
Post_4279;TikTok;#Music;Video;Australia;28280;67072;13299;23411;Medium
Post_4280;YouTube;#Dance;Post;Australia;566681;324840;68424;1453;Medium
Post_4281;TikTok;#Music;Tweet;Japan;919348;34013;38438;18076;Low
Post_4282;TikTok;#Education;Shorts;Japan;4461875;81049;47612;7747;High
Post_4283;TikTok;#Fashion;Post;India;249167;103790;7499;15286;High
Post_4284;Instagram;#Fitness;Reel;Germany;782140;39109;45106;34619;Medium
Post_4285;YouTube;#Gaming;Live Stream;Germany;7810;277197;12486;422;Low
Post_4286;TikTok;#Viral;Video;Canada;3490701;123912;8189;45049;Low
Post_4287;Instagram;#Fitness;Tweet;Canada;1701218;219365;32346;9017;Medium
Post_4288;TikTok;#Music;Post;UK;664216;474624;86948;42845;Medium
Post_4289;Twitter;#Education;Shorts;Canada;2699566;112069;76606;25802;Low
Post_4290;YouTube;#Fitness;Post;UK;468433;104947;95399;32253;High
Post_4291;YouTube;#Challenge;Shorts;Japan;2243196;90911;32317;38941;Low
Post_4292;TikTok;#Music;Reel;Brazil;50353;338919;5571;36018;Medium
Post_4293;TikTok;#Gaming;Post;Australia;2829163;17805;57264;24917;Low
Post_4294;YouTube;#Challenge;Reel;Japan;1471005;425853;71495;7053;High
Post_4295;YouTube;#Viral;Reel;UK;2443556;441822;99479;5885;Medium
Post_4296;YouTube;#Music;Video;Brazil;1973792;467441;30230;13710;Medium
Post_4297;YouTube;#Fitness;Video;USA;4478176;393579;14318;9635;High
Post_4298;TikTok;#Fitness;Reel;Brazil;3856234;410366;55392;8229;Low
Post_4299;Twitter;#Comedy;Reel;India;4491907;492953;25891;28083;High
Post_4300;YouTube;#Dance;Live Stream;Brazil;4082125;165615;21803;19119;Medium
Post_4301;YouTube;#Dance;Post;Germany;4895487;174541;44267;7342;High
Post_4302;TikTok;#Viral;Reel;USA;1773094;293495;85955;19535;Low
Post_4303;YouTube;#Fashion;Reel;USA;4798416;63981;7160;25445;Medium
Post_4304;Instagram;#Comedy;Video;Germany;4642714;29147;73143;24735;Low
Post_4305;YouTube;#Fashion;Shorts;Germany;4414650;498878;2231;356;High
Post_4306;Twitter;#Viral;Live Stream;Germany;2135331;187868;62579;45556;High
Post_4307;YouTube;#Fashion;Reel;Japan;1447626;289168;47520;15645;Low
Post_4308;TikTok;#Fitness;Live Stream;Japan;4725553;83787;37879;49935;High
Post_4309;Instagram;#Education;Video;UK;419463;183965;12276;24832;High
Post_4310;YouTube;#Education;Shorts;Germany;1066075;13285;75433;25566;Low
Post_4311;Instagram;#Fitness;Reel;India;1825709;104030;69496;17900;High
Post_4312;TikTok;#Gaming;Reel;Japan;4115760;324790;37978;36114;Medium
Post_4313;YouTube;#Music;Reel;Brazil;3685844;223830;55996;25133;Low
Post_4314;TikTok;#Education;Live Stream;Germany;4359955;213360;39553;32002;Low
Post_4315;Instagram;#Challenge;Post;Canada;712323;159720;86640;24901;High
Post_4316;YouTube;#Tech;Reel;India;2932639;87828;55827;27573;Medium
Post_4317;Instagram;#Tech;Video;Canada;2481313;163409;29625;20363;Medium
Post_4318;Instagram;#Fitness;Tweet;Australia;4447344;202595;89767;16312;Medium
Post_4319;TikTok;#Music;Reel;USA;4317598;276382;58474;10871;Low
Post_4320;TikTok;#Gaming;Live Stream;USA;291464;3431;54119;12110;Low
Post_4321;Instagram;#Education;Tweet;Canada;3031467;389739;73465;30244;Medium
Post_4322;YouTube;#Fitness;Reel;India;3693552;249768;16084;5323;Medium
Post_4323;Twitter;#Music;Post;Canada;2726954;166440;92571;7667;Medium
Post_4324;YouTube;#Comedy;Post;India;2725186;453828;56158;21964;High
Post_4325;Instagram;#Challenge;Reel;Germany;886426;77304;13067;5337;Low
Post_4326;Instagram;#Tech;Reel;Germany;4821524;61393;87511;45741;Low
Post_4327;YouTube;#Music;Reel;UK;3738116;115957;28372;25689;Low
Post_4328;TikTok;#Tech;Post;Australia;4594690;34250;79276;10244;High
Post_4329;Twitter;#Gaming;Tweet;USA;890622;28385;91934;40148;Medium
Post_4330;Twitter;#Fitness;Post;Canada;1129787;317233;81454;20816;Low
Post_4331;YouTube;#Gaming;Shorts;Germany;4730234;137638;45719;35610;High
Post_4332;YouTube;#Gaming;Tweet;India;2224355;277794;58198;36236;High
Post_4333;YouTube;#Challenge;Tweet;USA;1055813;486108;68766;13023;Medium
Post_4334;Instagram;#Fashion;Tweet;India;3084526;328466;50665;1143;Low
Post_4335;YouTube;#Tech;Post;Canada;3049194;272894;5311;41670;High
Post_4336;Instagram;#Fitness;Video;Japan;1976436;196516;93950;14802;High
Post_4337;TikTok;#Gaming;Shorts;India;2897766;200954;87327;8808;Medium
Post_4338;Twitter;#Challenge;Video;India;154645;16361;52378;49516;High
Post_4339;YouTube;#Gaming;Tweet;Brazil;4703630;321802;23792;367;Low
Post_4340;TikTok;#Fitness;Post;Japan;1823643;250776;13446;24572;Medium
Post_4341;Instagram;#Fitness;Reel;Canada;3274826;163123;83423;21320;High
Post_4342;Instagram;#Viral;Reel;Japan;2896284;298030;9484;38997;High
Post_4343;TikTok;#Music;Video;UK;3317729;116194;2028;7496;High
Post_4344;Instagram;#Fitness;Live Stream;Japan;4487563;464720;58373;32131;Low
Post_4345;Twitter;#Comedy;Post;Brazil;2329784;261145;22025;8805;High
Post_4346;TikTok;#Viral;Video;Japan;3059064;460974;21878;36819;Medium
Post_4347;YouTube;#Music;Video;Canada;3033270;51007;21168;7800;Medium
Post_4348;YouTube;#Fashion;Reel;India;82665;62403;34856;42188;Low
Post_4349;Twitter;#Dance;Post;USA;867101;79921;53160;12692;Medium
Post_4350;Instagram;#Music;Post;Germany;196186;418310;29119;33093;High
Post_4351;TikTok;#Comedy;Video;USA;3318543;8969;75591;42308;Low
Post_4352;YouTube;#Comedy;Post;USA;2245167;373576;11950;17147;Low
Post_4353;Instagram;#Dance;Live Stream;Germany;498614;77138;95772;32235;Low
Post_4354;TikTok;#Challenge;Shorts;Canada;847940;380765;39970;29031;High
Post_4355;Twitter;#Viral;Video;Canada;1614171;402810;51138;42356;Medium
Post_4356;Instagram;#Fashion;Video;Germany;4680679;293744;29872;10322;Low
Post_4357;TikTok;#Music;Reel;UK;3771142;228803;45574;47221;Medium
Post_4358;YouTube;#Tech;Video;Brazil;3354640;123496;73616;39633;Low
Post_4359;YouTube;#Fitness;Live Stream;Australia;818282;458526;74074;3589;Low
Post_4360;Instagram;#Music;Video;India;4309403;216401;26305;39385;Low
Post_4361;Instagram;#Fitness;Reel;UK;3194403;260682;76842;15971;Medium
Post_4362;Instagram;#Fashion;Tweet;Australia;1520447;20790;87638;21215;Medium
Post_4363;TikTok;#Tech;Live Stream;Brazil;4012898;181340;98327;31111;Low
Post_4364;TikTok;#Tech;Reel;Japan;4738286;411605;87411;40613;Medium
Post_4365;Twitter;#Tech;Reel;UK;3740619;239084;56082;20155;High
Post_4366;Twitter;#Comedy;Live Stream;USA;947096;449377;99953;19082;Low
Post_4367;Instagram;#Gaming;Live Stream;Germany;1815108;311741;16886;34948;Medium
Post_4368;Instagram;#Music;Video;Japan;2808130;115962;9701;43849;Medium
Post_4369;YouTube;#Challenge;Shorts;Japan;903431;290789;94929;34805;Medium
Post_4370;Twitter;#Fitness;Live Stream;India;3338024;257886;33840;16547;Low
Post_4371;TikTok;#Comedy;Reel;UK;939687;196880;64509;3021;Low
Post_4372;Twitter;#Fashion;Tweet;Canada;1737194;499309;81979;29974;Low
Post_4373;YouTube;#Tech;Live Stream;Australia;387184;220530;48240;40769;Medium
Post_4374;Instagram;#Dance;Tweet;UK;3192456;38469;3444;1286;Medium
Post_4375;YouTube;#Comedy;Live Stream;Brazil;2023845;166290;32114;12609;High
Post_4376;YouTube;#Education;Tweet;UK;1174209;49685;36336;21636;High
Post_4377;TikTok;#Music;Tweet;Germany;4603856;171523;44524;46309;Low
Post_4378;TikTok;#Comedy;Live Stream;UK;838530;238746;87605;1193;Medium
Post_4379;TikTok;#Gaming;Tweet;UK;3616888;159221;64720;28693;Low
Post_4380;TikTok;#Dance;Live Stream;Japan;746217;153509;56520;48786;Medium
Post_4381;Instagram;#Fitness;Live Stream;Canada;1176367;412820;10950;43729;Low
Post_4382;YouTube;#Education;Reel;UK;2589570;76129;95385;23497;High
Post_4383;Twitter;#Tech;Tweet;Brazil;1200061;282587;23371;29152;Medium
Post_4384;Instagram;#Tech;Shorts;USA;3570089;335278;91228;47015;Low
Post_4385;TikTok;#Fashion;Tweet;Brazil;2252723;348883;38959;6709;Low
Post_4386;YouTube;#Education;Shorts;USA;4651762;237587;10380;40921;Low
Post_4387;TikTok;#Fashion;Tweet;Australia;4906990;213275;81187;21239;Low
Post_4388;TikTok;#Fashion;Reel;Australia;4592642;5201;65853;17955;Medium
Post_4389;Twitter;#Challenge;Video;USA;3975840;247776;42724;29220;High
Post_4390;Twitter;#Gaming;Tweet;USA;230848;14445;34663;9023;Medium
Post_4391;Instagram;#Fashion;Reel;Brazil;2750057;417313;58474;6414;Medium
Post_4392;Instagram;#Fitness;Shorts;Australia;4608617;83329;8332;25349;Low
Post_4393;YouTube;#Fashion;Tweet;Australia;2796853;277310;49504;4306;High
Post_4394;YouTube;#Challenge;Shorts;Brazil;2907246;316674;22139;30606;Low
Post_4395;TikTok;#Gaming;Shorts;Brazil;2710476;51266;2269;35709;Low
Post_4396;YouTube;#Comedy;Shorts;Australia;1373454;399246;42658;30494;High
Post_4397;TikTok;#Fashion;Tweet;India;582999;200303;2292;45395;High
Post_4398;Twitter;#Fashion;Video;Japan;4921777;99498;92717;22408;High
Post_4399;Twitter;#Dance;Video;Germany;537340;457261;50869;8177;Low
Post_4400;YouTube;#Tech;Live Stream;UK;2841356;453277;82886;41269;High
Post_4401;Instagram;#Dance;Post;Australia;4622736;263342;43263;10974;High
Post_4402;Twitter;#Education;Shorts;Brazil;3037201;417123;64193;32678;Low
Post_4403;Twitter;#Gaming;Live Stream;India;4775115;173834;81079;11190;Low
Post_4404;TikTok;#Gaming;Video;Japan;3258029;425865;19999;22302;Low
Post_4405;TikTok;#Challenge;Video;USA;1856036;155912;86548;37551;High
Post_4406;TikTok;#Gaming;Post;Germany;737720;449979;95027;2597;Medium
Post_4407;TikTok;#Challenge;Shorts;Japan;3734868;430185;97021;20606;Low
Post_4408;Instagram;#Fashion;Post;Japan;563991;425610;63863;38250;High
Post_4409;Twitter;#Gaming;Post;Australia;1282138;326018;62192;21252;Low
